INDEX,temp,pressure,humidity,dew_point,clouds,visibility,wind_speed,rainfall_1hr
935582,4.75,1017.0,100.0,4.75,100.0,3219.0,2.1,0.5
2034619,23.25,1008.0,90.0,21.52,75.0,10000.0,6.7,
4666157,28.06,1017.0,69.0,21.84,75.0,10000.0,8.8,0.31
76475,-15.96,1035.0,62.0,-21.0,100.0,10000.0,6.2,
1792217,20.78,1006.0,93.0,19.61,100.0,8047.0,3.6,
596715,-8.25,1022.0,83.0,-10.36,100.0,805.0,5.7,
2128324,20.13,1013.0,89.0,18.26,100.0,10000.0,1.5,
4554514,9.49,1005.0,60.0,2.12,75.0,10000.0,2.6,
352473,-0.38,1012.0,69.0,-4.8,100.0,10000.0,4.1,
3123746,15.65,1014.0,69.0,9.99,20.0,10000.0,4.1,
363082,13.05,1020.0,41.0,0.11,75.0,10000.0,1.5,
3554722,20.95,1017.0,68.0,14.83,75.0,10000.0,7.2,
4515844,11.37,1015.0,80.0,8.05,40.0,10000.0,3.6,
1712715,17.24,1004.0,93.0,16.1,100.0,3219.0,5.7,3.12
4791959,13.3,1020.0,90.0,11.7,100.0,4828.0,6.7,2.8
692048,20.65,1016.0,31.0,2.94,0.0,10000.0,1.5,
856880,21.11,1006.0,98.0,20.78,100.0,10000.0,14.4,2.39
1652567,1.14,1018.0,81.0,-1.55,100.0,4023.0,8.2,
2281464,24.07,1013.0,37.0,8.49,20.0,10000.0,2.6,
1798442,22.23,1014.0,92.0,20.87,20.0,10000.0,2.1,
2044738,23.4,1010.0,96.0,22.73,75.0,10000.0,5.7,3.36
4059106,23.38,1011.0,86.0,20.9,100.0,6000.0,5.1,1.7
3336438,31.02,1015.0,58.0,21.79,75.0,10000.0,8.2,
2304999,19.38,1022.0,90.0,17.7,75.0,10000.0,3.6,2.5
2074480,17.37,1005.0,32.0,0.53,40.0,10000.0,7.2,
868542,18.79,1015.0,35.0,3.02,0.0,10000.0,6.7,
4952296,0.55,1025.0,96.0,-0.01,100.0,400.0,2.6,
83911,-15.12,1026.0,82.0,-17.25,40.0,10000.0,1.5,
1114429,16.65,1017.0,90.0,15.0,40.0,10000.0,3.1,
727166,10.17,1022.0,53.0,1.03,28.0,,3.82,
4364879,24.86,1012.0,71.0,19.24,0.0,10000.0,3.6,
4553178,6.99,1026.0,79.0,3.6,100.0,10000.0,4.1,1.35
2312008,22.18,1023.0,93.0,20.99,0.0,10000.0,1.5,
2061726,31.98,1019.0,40.0,16.7,40.0,10000.0,4.6,
101558,-17.62,1034.0,58.0,-23.27,20.0,10000.0,7.7,
2633518,19.81,1011.0,76.0,15.46,75.0,9656.0,4.1,
2145391,24.73,1019.0,84.0,21.84,72.0,,2.98,
91642,-2.02,1021.0,80.0,-4.66,100.0,10000.0,1.5,
1604861,20.02,1011.0,96.0,19.36,100.0,3219.0,4.1,0.3
4980344,21.17,1014.0,95.0,20.34,0.0,10000.0,2.6,
2530340,29.15,1013.0,63.0,21.39,40.0,10000.0,4.1,
2837279,28.85,1026.0,36.0,12.3,40.0,10000.0,4.1,
2096605,10.17,1030.0,54.0,1.29,40.0,10000.0,4.6,
2133003,,,,,,,,
3353328,30.28,1015.0,75.0,25.35,40.0,10000.0,6.7,
677272,-7.35,1011.0,61.0,-12.91,98.0,,3.86,
4442047,-4.8,1013.0,88.0,-6.29,0.0,10000.0,2.6,
4316211,11.93,1015.0,66.0,5.79,0.0,10000.0,2.1,
4824065,-6.57,1018.0,89.0,-7.91,100.0,9656.0,1.5,
2730137,30.75,1021.0,61.0,22.36,40.0,10000.0,3.1,
2600655,26.5,1013.0,64.0,19.14,75.0,10000.0,3.6,
1222499,0.46,1024.0,81.0,-2.14,100.0,1609.0,6.2,0.2
1702726,18.44,1021.0,36.0,3.11,100.0,10000.0,6.2,
1332787,26.7,1013.0,83.0,23.57,40.0,10000.0,7.2,0.33
204439,10.06,1018.0,82.0,7.13,20.0,10000.0,2.6,
1155538,25.35,1021.0,14.0,-3.58,0.0,10000.0,2.6,
1542038,10.69,1017.0,25.0,-7.58,40.0,10000.0,4.6,
3981658,31.75,1015.0,57.0,22.18,75.0,10000.0,2.1,0.2
1436146,16.98,1006.0,58.0,8.67,40.0,10000.0,6.2,
511668,-6.23,1022.0,71.0,-10.14,100.0,10000.0,2.6,
2286323,24.54,1013.0,59.0,16.01,75.0,10000.0,8.2,
3187208,32.51,1018.0,70.0,26.32,75.0,9656.0,10.8,
2029988,26.14,1009.0,76.0,21.58,40.0,10000.0,10.8,4.06
4500552,18.43,1016.0,81.0,15.11,100.0,10000.0,7.2,3.57
4793295,12.64,1022.0,86.0,10.36,100.0,8047.0,6.7,2.0
1642638,16.53,1024.0,28.0,-1.79,75.0,10000.0,5.7,
2018447,20.44,1015.0,87.0,18.2,100.0,10000.0,5.1,1.5
3989929,24.86,1015.0,93.0,23.65,20.0,10000.0,0.0,
550998,5.72,1018.0,25.0,-11.4,75.0,10000.0,6.7,
4073923,23.58,1011.0,72.0,18.24,75.0,10000.0,2.6,2.22
4440033,17.93,1017.0,100.0,17.93,100.0,805.0,1.5,
3443430,26.23,1012.0,82.0,22.91,100.0,10000.0,6.2,0.5
3905900,19.64,1018.0,93.0,18.48,20.0,2816.0,1.5,
1867845,14.55,1013.0,39.0,0.77,40.0,10000.0,4.1,
4718883,12.37,1012.0,76.0,8.26,75.0,10000.0,6.2,0.17
1884218,9.75,1013.0,79.0,6.29,100.0,9656.0,3.1,0.2
1282806,22.12,1014.0,75.0,17.48,75.0,10000.0,7.7,
187549,1.78,1026.0,67.0,-3.26,100.0,10000.0,5.7,
66149,-17.57,1035.0,64.0,-22.22,0.0,10000.0,4.6,
2769824,34.51,1011.0,49.0,22.24,100.0,10000.0,7.2,
1400487,11.26,1014.0,52.0,1.77,75.0,10000.0,2.6,
4977186,11.76,1008.0,66.0,5.62,75.0,10000.0,3.6,
863097,11.17,1013.0,52.0,1.69,20.0,10000.0,3.1,
1595089,26.2,1018.0,69.0,20.06,75.0,10000.0,8.2,
2384329,26.47,1017.0,64.0,19.11,75.0,10000.0,6.2,
3622483,27.17,1017.0,42.0,13.16,40.0,10000.0,3.1,
2035406,22.32,1009.0,90.0,20.6,100.0,10000.0,5.7,0.12
329080,4.6,1026.0,34.0,-8.82,0.0,10000.0,4.6,
521933,-6.03,1017.0,84.0,-8.04,100.0,10000.0,6.2,
1202186,8.03,1028.0,32.0,-6.8,100.0,10000.0,2.1,
36578,-8.0,1013.0,83.0,-10.11,100.0,10000.0,2.1,
674507,-3.89,1005.0,77.0,-6.94,100.0,2816.0,6.7,
3196988,25.94,1013.0,73.0,20.73,75.0,10000.0,5.7,
1789930,17.96,1017.0,22.0,-3.59,100.0,10000.0,3.1,
2582416,27.57,1010.0,58.0,18.57,40.0,10000.0,6.7,
2029805,25.46,1010.0,82.0,22.16,75.0,10000.0,7.7,0.39
500554,-0.67,1028.0,81.0,-3.19,0.0,10000.0,0.0,
1634530,-17.81,1010.0,82.0,-19.9,100.0,10000.0,5.1,
178348,0.5,1023.0,89.0,-0.97,100.0,1609.0,3.1,0.3
2087342,11.24,1012.0,59.0,3.53,75.0,10000.0,6.2,
715940,-4.41,1008.0,81.0,-6.86,100.0,9656.0,3.6,
1777174,23.92,1012.0,84.0,21.05,100.0,10000.0,4.1,
4869461,13.39,1021.0,16.0,-10.62,20.0,10000.0,1.5,
702247,14.09,1013.0,69.0,8.5,20.0,10000.0,2.6,
3920507,30.64,1017.0,44.0,17.0,40.0,10000.0,2.6,
1646831,13.81,1016.0,93.0,12.7,40.0,9656.0,2.1,
2138650,12.39,1014.0,87.0,10.29,40.0,10000.0,2.1,
388131,-3.94,1016.0,73.0,-7.6,100.0,1609.0,9.3,
4386392,14.59,1015.0,77.0,10.61,100.0,10000.0,2.1,
144204,11.93,1015.0,96.0,11.31,75.0,10000.0,0.0,
3493639,25.7,1017.0,39.0,10.72,100.0,10000.0,6.2,
1547046,26.23,1011.0,66.0,19.38,75.0,10000.0,5.7,
4898937,11.81,1026.0,56.0,3.33,75.0,10000.0,5.7,
3703923,13.34,1018.0,61.0,5.98,20.0,10000.0,2.6,
1963693,23.78,1017.0,73.0,18.65,75.0,10000.0,7.2,0.15
1635755,-0.76,1017.0,95.0,-1.38,100.0,1609.0,7.2,
1804065,7.47,1009.0,82.0,4.6,100.0,10000.0,4.1,0.8
3840369,27.54,1013.0,78.0,23.36,75.0,10000.0,4.1,5.14
5217268,20.73,1012.0,89.0,18.85,75.0,10000.0,6.2,
618900,21.43,1015.0,43.0,8.35,0.0,10000.0,3.6,
1226289,-0.35,1019.0,85.0,-2.3,100.0,10000.0,4.6,
1463617,8.14,1024.0,33.0,-6.36,20.0,10000.0,8.2,
5255358,23.37,1020.0,89.0,21.45,40.0,10000.0,3.6,
2888662,25.68,1018.0,94.0,24.64,40.0,2012.0,2.6,0.5
1547915,30.58,1017.0,42.0,16.21,40.0,10000.0,4.6,
1266190,-1.59,1024.0,88.0,-3.12,100.0,805.0,7.2,
1128141,13.24,1023.0,83.0,10.42,100.0,10000.0,5.1,
4490007,17.16,1017.0,58.0,8.84,75.0,10000.0,4.6,
500593,-9.61,1017.0,64.0,-14.56,0.0,10000.0,9.3,
5305942,-0.94,1022.0,81.0,-3.46,100.0,10000.0,3.1,
533931,1.48,1027.0,88.0,-0.25,100.0,9656.0,7.7,
3916534,23.43,1013.0,71.0,17.87,0.0,10000.0,3.1,
2357969,21.95,1014.0,90.0,20.23,80.0,10000.0,2.2,
4718720,-7.93,1021.0,80.0,-10.46,0.0,10000.0,2.6,
1547746,3.99,1006.0,81.0,1.03,100.0,10000.0,6.7,
3087334,27.39,1005.0,82.0,24.04,0.0,10000.0,2.1,
2129772,26.36,1017.0,76.0,21.79,94.0,10000.0,5.1,1.62
1985800,11.12,1020.0,70.0,5.86,0.0,10000.0,6.7,
4103135,7.94,1020.0,90.0,6.4,40.0,10000.0,2.1,
2005541,21.15,1011.0,96.0,20.49,75.0,10000.0,5.7,
1232193,6.72,1019.0,77.0,2.98,100.0,10000.0,5.1,
509965,24.71,1009.0,84.0,21.82,75.0,10000.0,7.7,0.17
3964627,29.25,1017.0,67.0,22.49,75.0,10000.0,3.1,
4713742,27.83,1015.0,73.0,22.54,75.0,10000.0,6.2,0.54
4621241,16.23,1020.0,47.0,4.92,100.0,10000.0,5.7,0.49
2974166,15.53,1017.0,80.0,12.1,100.0,10000.0,3.6,
3384615,28.73,1013.0,74.0,23.63,75.0,10000.0,4.6,
3543341,29.09,1013.0,72.0,23.53,40.0,10000.0,6.7,0.14
2249436,10.27,1025.0,47.0,-0.47,0.0,10000.0,2.1,
48556,9.98,1025.0,79.0,6.51,0.0,10000.0,1.5,
4427152,19.79,1008.0,38.0,5.08,75.0,10000.0,4.1,
3238210,33.73,1011.0,55.0,23.43,75.0,10000.0,2.1,
544777,-10.07,1029.0,47.0,-18.3,20.0,10000.0,5.1,
168498,-0.41,1023.0,63.0,-5.89,100.0,10000.0,4.6,
3277429,21.77,1020.0,43.0,8.65,75.0,10000.0,4.6,
2963850,33.72,1021.0,51.0,22.17,40.0,10000.0,4.6,
2046093,25.18,1010.0,76.0,20.65,75.0,10000.0,9.3,0.6
3448328,20.04,1011.0,83.0,17.07,40.0,10000.0,1.5,
2964031,31.18,1020.0,55.0,21.07,100.0,10000.0,4.6,0.14
2279302,14.56,1015.0,48.0,3.69,0.0,10000.0,3.1,
1653049,23.93,1019.0,90.0,22.19,100.0,2816.0,4.1,
829088,-6.97,994.0,80.0,-9.52,100.0,1609.0,10.3,
2664947,24.88,1015.0,93.0,23.67,100.0,6437.0,2.1,1.5
3977950,9.73,1010.0,90.0,8.17,100.0,10000.0,4.6,0.3
828563,-4.97,1025.0,75.0,-8.29,100.0,10000.0,2.6,
275642,0.75,1016.0,71.0,-3.45,0.0,10000.0,0.0,
3348576,26.13,1017.0,82.0,22.81,0.0,10000.0,1.5,
3955750,23.73,1014.0,94.0,22.71,40.0,10000.0,1.5,
913804,-3.51,1025.0,65.0,-8.51,75.0,10000.0,5.7,
5238318,18.94,1019.0,96.0,18.29,100.0,3219.0,2.6,6.6
2556374,17.8,1012.0,87.0,15.61,100.0,10000.0,2.1,
2971601,15.9,1019.0,87.0,13.74,40.0,4828.0,0.0,
4895975,3.85,1028.0,59.0,-3.03,20.0,10000.0,2.6,
2516745,26.19,1004.0,39.0,11.16,75.0,10000.0,7.7,0.44
2285869,23.13,1017.0,65.0,16.19,75.0,10000.0,7.7,0.15
54562,-0.26,1010.0,92.0,-1.27,100.0,8047.0,7.2,
3586553,20.18,1010.0,81.0,16.82,75.0,10000.0,4.1,
1917729,22.37,1016.0,26.0,1.95,20.0,10000.0,6.2,
4238553,20.6,1023.0,46.0,8.59,75.0,10000.0,5.1,
513455,-5.53,1019.0,67.0,-10.12,100.0,10000.0,4.6,
339476,5.62,1027.0,31.0,-9.06,75.0,10000.0,3.6,
1039972,15.87,1025.0,45.0,3.97,100.0,10000.0,4.63,
2325977,26.74,1014.0,84.0,23.81,100.0,10000.0,5.1,
4519526,4.73,1032.0,82.0,1.92,40.0,10000.0,0.0,
1476414,11.6,1020.0,92.0,10.35,100.0,10000.0,4.1,
3469946,32.71,1017.0,49.0,20.6,75.0,10000.0,1.5,
3455874,35.46,1013.0,24.0,11.81,40.0,10000.0,2.6,
4552213,8.83,1021.0,79.0,5.39,75.0,10000.0,6.2,
585221,10.04,1009.0,37.0,-3.52,75.0,10000.0,0.0,
578370,1.63,1002.0,92.0,0.47,100.0,8047.0,0.0,
4663409,4.03,1025.0,88.0,2.23,0.0,10000.0,0.0,
872665,-6.7,1023.0,64.0,-11.76,75.0,10000.0,1.5,
1134177,19.3,1017.0,77.0,15.17,100.0,10000.0,0.0,
2129041,18.96,1009.0,23.0,-2.31,75.0,10000.0,8.8,
1354009,-1.45,1024.0,56.0,-8.24,20.0,10000.0,2.6,
4160127,28.85,1021.0,71.0,23.06,75.0,10000.0,5.1,
1302721,29.57,1018.0,41.0,14.94,75.0,10000.0,3.6,
1294728,11.78,1023.0,93.0,10.69,0.0,10000.0,0.0,
2617606,27.42,1013.0,66.0,20.51,75.0,10000.0,5.1,
5207141,27.28,1019.0,76.0,22.68,75.0,10000.0,8.2,
1765219,7.87,1011.0,68.0,2.34,75.0,10000.0,4.6,
703565,-9.31,1021.0,78.0,-12.09,100.0,2816.0,3.1,
3692964,29.9,1016.0,14.0,-0.4,20.0,10000.0,5.7,
1385534,-16.59,1003.0,79.0,-19.09,100.0,4828.0,0.0,
5311459,-14.94,1015.0,75.0,-18.02,40.0,10000.0,6.0,
448940,-7.41,1036.0,91.0,-8.49,40.0,10000.0,2.6,
2513182,24.89,1005.0,52.0,14.37,40.0,10000.0,6.7,
4333129,30.44,1014.0,67.0,23.62,75.0,10000.0,2.1,
744755,-11.77,1026.0,55.0,-18.25,0.0,10000.0,5.7,
579948,-1.98,1017.0,91.0,-3.1,100.0,2816.0,4.6,
3157170,18.3,1019.0,81.0,14.99,0.0,10000.0,1.5,
1724520,20.39,1016.0,31.0,2.71,40.0,10000.0,0.0,
1864365,13.33,1018.0,71.0,8.19,0.0,10000.0,4.1,
2453794,20.47,1009.0,44.0,7.82,0.0,10000.0,3.1,
712382,-7.12,1018.0,34.0,-18.98,100.0,10000.0,0.0,
667787,-6.49,1017.0,67.0,-11.04,100.0,10000.0,6.2,
5213391,7.92,1005.0,67.0,2.18,20.0,10000.0,7.2,
2866153,23.94,1015.0,51.0,13.19,40.0,10000.0,3.6,
1536172,8.33,1009.0,95.0,7.58,100.0,3219.0,4.1,
3417093,25.8,1014.0,91.0,24.22,100.0,10000.0,3.6,0.17
1760211,-3.28,1007.0,79.0,-6.04,100.0,10000.0,5.1,
54057,-0.05,1009.0,92.0,-1.06,100.0,8047.0,4.6,
985292,-3.83,1024.0,57.0,-10.3,0.0,10000.0,4.63,
4489559,8.89,1028.0,43.0,-2.65,0.0,10000.0,3.1,
603518,24.49,1017.0,23.0,2.02,0.0,10000.0,8.8,
2338313,22.42,1022.0,81.0,19.0,75.0,10000.0,0.0,1.2
1841597,10.19,1007.0,63.0,3.47,40.0,10000.0,6.2,
3691915,28.66,1019.0,61.0,20.4,40.0,10000.0,4.6,1.5
4816011,3.13,1028.0,66.0,-2.3,75.0,10000.0,6.7,
3438451,31.34,1008.0,45.0,17.99,20.0,10000.0,8.8,0.23
2427320,20.2,1016.0,80.0,16.64,75.0,10000.0,3.1,
153130,3.59,1030.0,79.0,0.29,100.0,10000.0,2.6,0.8
1513959,6.3,1019.0,88.0,4.46,100.0,4828.0,5.7,
230457,5.2,1020.0,70.0,0.18,100.0,10000.0,2.6,
873236,12.83,1008.0,30.0,-3.81,40.0,10000.0,4.1,
3816543,27.79,1019.0,65.0,20.61,0.0,10000.0,2.6,
470827,-9.98,1019.0,37.0,-20.72,0.0,10000.0,8.8,
3458945,33.36,1013.0,29.0,12.92,40.0,10000.0,3.6,
2431346,25.6,1016.0,65.0,18.54,75.0,10000.0,3.1,0.31
3774118,32.73,1014.0,59.0,23.66,75.0,10000.0,4.6,1.08
2512682,24.7,1006.0,59.0,16.16,40.0,10000.0,7.7,
3535197,28.25,1013.0,89.0,26.26,20.0,10000.0,4.1,0.96
906827,-2.92,1038.0,68.0,-7.43,100.0,9656.0,3.6,
1952055,15.6,1019.0,93.0,14.47,100.0,10000.0,1.5,0.44
858124,-7.95,1018.0,77.0,-10.91,100.0,1609.0,7.2,
3896014,16.69,1017.0,83.0,13.79,75.0,10000.0,6.2,
487508,20.79,1017.0,85.0,18.18,20.0,10000.0,3.1,
1544708,25.1,1006.0,55.0,15.43,75.0,10000.0,10.8,
5253939,22.68,1023.0,69.0,16.7,40.0,10000.0,4.1,
915261,-3.22,1018.0,86.0,-5.0,100.0,10000.0,2.1,
3775106,20.89,1013.0,61.0,13.1,20.0,10000.0,5.1,
1880939,16.11,1010.0,92.0,14.81,75.0,10000.0,0.0,
3348944,25.26,1016.0,79.0,21.36,75.0,10000.0,5.1,
2641491,16.24,1011.0,89.0,14.43,40.0,10000.0,2.1,
168073,4.84,1019.0,92.0,3.65,100.0,4828.0,4.6,
5053983,10.62,1004.0,50.0,0.64,0.0,10000.0,6.2,
3895842,27.97,1016.0,74.0,22.9,100.0,10000.0,8.8,2.14
880488,-3.11,1033.0,78.0,-6.03,100.0,1609.0,4.6,
72238,3.87,1034.0,59.0,-3.01,75.0,10000.0,7.2,
3802378,28.85,1013.0,45.0,15.74,40.0,10000.0,3.1,
2040206,10.75,1019.0,82.0,7.81,100.0,10000.0,3.6,
3462954,22.21,1010.0,90.0,20.49,40.0,10000.0,4.1,
3470444,27.36,1010.0,64.0,19.95,40.0,10000.0,6.2,0.21
4223593,20.09,1018.0,48.0,8.75,75.0,10000.0,7.2,
2343305,20.18,1016.0,99.0,20.02,100.0,8047.0,2.1,3.0
3305796,35.29,1013.0,43.0,20.81,40.0,10000.0,2.1,
265481,9.38,1024.0,86.0,7.16,20.0,10000.0,5.1,
5196095,1.67,998.0,95.0,0.96,100.0,1609.0,3.1,
1930225,22.25,1013.0,26.0,1.85,75.0,10000.0,4.1,
122363,-16.2,1020.0,64.0,-20.9,100.0,10000.0,9.8,
4651363,23.1,1004.0,93.0,21.91,100.0,,5.75,6.47
3422694,31.75,1011.0,45.0,18.36,75.0,10000.0,4.1,
617826,24.87,1012.0,76.0,20.35,40.0,10000.0,0.0,
4574619,,,,,,,,
4936915,5.18,1027.0,38.0,-7.08,75.0,10000.0,2.1,
1800468,28.23,1015.0,67.0,21.52,20.0,10000.0,4.6,
2360346,14.21,1011.0,78.0,10.43,20.0,10000.0,4.6,
717956,-8.7,1014.0,78.0,-11.5,100.0,3219.0,6.7,
5300732,9.17,1021.0,76.0,5.17,40.0,10000.0,2.1,
3517880,21.14,1012.0,75.0,16.54,75.0,10000.0,3.1,0.53
2565551,31.37,1017.0,59.0,22.39,40.0,10000.0,3.1,
3564171,26.11,1013.0,87.0,23.77,0.0,10000.0,3.6,
3454983,34.08,1013.0,40.0,18.57,40.0,10000.0,1.5,
2084930,17.16,1021.0,94.0,16.19,100.0,10000.0,3.6,
4196846,23.76,1011.0,90.0,22.02,100.0,10000.0,2.1,0.19
108041,-4.35,1016.0,46.0,-13.18,75.0,10000.0,9.3,
981726,-6.85,1033.0,52.0,-14.18,0.0,10000.0,5.7,
1477593,15.13,1026.0,28.0,-2.86,75.0,10000.0,6.2,
3510204,32.25,1018.0,12.0,-0.65,75.0,10000.0,5.1,
761811,12.89,1019.0,87.0,10.78,100.0,8047.0,1.5,
2125954,25.11,1021.0,56.0,15.72,100.0,10000.0,5.1,
2659996,17.13,1012.0,83.0,14.22,100.0,10000.0,1.5,
1890503,8.44,1013.0,100.0,8.44,100.0,6437.0,2.11,
2846270,23.73,1017.0,99.0,23.56,75.0,10000.0,2.1,0.58
3984401,31.29,1017.0,44.0,17.59,40.0,10000.0,2.1,
471228,-0.23,1019.0,92.0,-1.24,100.0,1207.0,3.1,
5263104,2.82,1021.0,73.0,-1.35,100.0,10000.0,9.8,
1519665,20.31,1021.0,93.0,19.14,20.0,10000.0,0.0,
5318420,14.79,1021.0,92.0,13.5,100.0,8047.0,3.6,3.11
171499,-1.59,1024.0,92.0,-2.59,100.0,8047.0,2.1,
5125106,8.76,1008.0,58.0,0.96,75.0,10000.0,5.1,
2481979,22.29,1016.0,53.0,12.26,75.0,10000.0,7.2,
1229959,3.91,1016.0,89.0,2.27,40.0,8047.0,6.2,
3308487,23.69,1015.0,91.0,22.13,0.0,10000.0,1.5,
4362476,23.37,1013.0,71.0,17.82,20.0,10000.0,3.1,
4469935,17.05,1018.0,93.0,15.91,40.0,10000.0,3.6,
4217967,21.58,1010.0,56.0,12.44,0.0,10000.0,0.0,
1467076,14.4,1020.0,21.0,-6.78,20.0,10000.0,9.3,
2821152,32.48,1019.0,28.0,11.63,40.0,10000.0,2.6,
310019,-2.89,1022.0,72.0,-6.74,100.0,10000.0,4.1,
484293,13.17,1009.0,74.0,8.64,100.0,10000.0,6.2,
2157048,22.89,1003.0,61.0,14.98,75.0,10000.0,6.7,0.63
5315932,16.4,1022.0,89.0,14.58,100.0,8047.0,5.7,1.62
2725978,31.24,1010.0,27.0,10.03,0.0,10000.0,4.6,
4369010,23.94,1012.0,90.0,22.2,75.0,9656.0,2.6,0.3
5289469,-1.3,1036.0,74.0,-4.87,100.0,10000.0,8.2,
1588669,10.8,1009.0,29.0,-5.78,40.0,10000.0,6.2,
2724212,21.5,1009.0,88.0,19.43,75.0,9656.0,3.6,
1581409,12.89,1012.0,52.0,3.28,0.0,10000.0,7.2,
697155,-3.2,1018.0,88.0,-4.71,100.0,4023.0,4.1,
3560670,27.47,1013.0,74.0,22.42,100.0,10000.0,2.1,
2683866,25.19,1014.0,65.0,18.15,100.0,10000.0,5.1,
54169,27.35,1023.0,66.0,20.44,40.0,10000.0,7.7,
4766219,2.2,1036.0,63.0,-3.64,0.0,10000.0,2.1,
429281,-0.27,1026.0,84.0,-2.37,0.0,10000.0,0.0,
1805275,29.96,1004.0,23.0,6.59,0.0,10000.0,6.7,
1045507,13.34,1013.0,96.0,12.72,100.0,10000.0,4.1,
3804416,18.77,1012.0,45.0,6.6,40.0,10000.0,8.8,
4477771,24.54,1018.0,84.0,21.66,75.0,10000.0,3.1,
4910820,17.45,1027.0,77.0,13.38,75.0,10000.0,6.7,
2074736,10.85,1018.0,58.0,2.92,100.0,10000.0,8.2,
5270080,5.37,1003.0,86.0,3.22,100.0,8047.0,7.7,4.98
2791638,21.54,1018.0,50.0,10.69,20.0,10000.0,3.6,
2454235,20.66,1016.0,87.0,18.42,40.0,10000.0,2.1,
15391,0.18,1023.0,66.0,-4.8,100.0,10000.0,2.1,
